,Source,Destination,Class
16899,1966,4547,1
16900,1966,3181,1
16901,1966,5666,1
16902,1966,2564,1
16903,1966,4914,1
16904,1966,4027,1
16905,1966,6755,1
16906,1966,6169,1
16907,1966,205,1
16908,1966,3269,1
16909,1967,3034,1
16910,1967,2262,1
16911,1967,6700,1
16912,1967,6136,1
16913,1967,2064,1
16914,1967,4482,1
16915,1967,2009,1
16916,1967,2213,1
16917,1967,5979,1
16918,1967,5946,1
16919,1967,4130,1
16920,1967,2481,1
16921,1967,3706,1
16922,1967,6442,1
16923,6403,3605,1
16924,6403,5253,1
16925,6403,3577,1
16926,6403,5193,1
16927,6403,1137,1
16928,6403,972,1
16929,6403,6793,1
16930,6403,5731,1
16931,6403,4925,1
16932,6403,7077,1
16933,6403,3664,1
16934,6403,6422,1
16935,6403,4949,1
16936,6403,2564,1
16937,5134,3784,1
16938,1969,1717,1
16939,1969,5142,1
16940,1969,3565,1
16941,1969,3855,1
16942,1969,6509,1
16943,1969,3253,1
16944,1969,2845,1
16945,1969,5217,1
16946,1969,3716,1
16947,1969,7036,1
16948,1969,2705,1
16949,1969,2399,1
16950,1970,6156,1
16951,1970,5296,1
16952,1970,2622,1
16953,1971,3948,1
16954,1971,5822,1
16955,1971,5132,1
16956,1971,2303,1
16957,1971,6262,1
16958,1971,5899,1
16959,1971,4663,1
16960,1971,4010,1
16961,1971,4390,1
16962,1971,6838,1
16963,1971,2134,1
16964,5540,5725,1
16965,5540,6788,1
16966,1972,2262,1
16967,1473,1717,1
16968,1473,4032,1
16969,1473,3725,1
16970,1473,1977,1
16971,1473,5945,1
16972,1473,4406,1
16973,1473,6026,1
16974,1473,1748,1
16975,1473,3175,1
16976,1473,6615,1
16977,1473,3181,1
16978,1473,3385,1
16979,1974,3551,1
16980,1974,224,1
16981,1974,5850,1
16982,1974,4202,1
16983,1974,3550,1
16984,1974,6024,1
16985,1975,2466,1
16986,1975,4949,1
16987,1975,6917,1
16988,1976,3268,1
16989,1976,2257,1
16990,1976,5043,1
16991,1977,4151,1
16992,1977,5639,1
16993,1977,3253,1
16994,1977,3237,1
16995,1977,5146,1
16996,1977,6716,1
16997,1977,5006,1
16998,1977,5817,1
16999,1978,5389,1
17000,1978,4636,1
17001,1978,5269,1
17002,1978,6399,1
17003,1978,3831,1
17004,1978,5017,1
17005,1978,2428,1
17006,1978,5337,1
17007,1979,4732,1
17008,1979,5148,1
17009,1979,5033,1
17010,1979,5937,1
17011,1979,2960,1
17012,1979,6136,1
17013,1979,4406,1
17014,1979,4554,1
17015,1979,5340,1
17016,1979,5417,1
17017,1979,4949,1
17018,5581,2297,1
17019,5581,5937,1
17020,5581,4242,1
17021,5581,1498,1
17022,1980,1675,1
17023,1980,5023,1
17024,1980,3634,1
17025,1980,4959,1
17026,1980,5122,1
17027,1980,2964,1
17028,1980,6901,1
17029,1980,6367,1
17030,1980,4640,1
17031,1980,2248,1
17032,1980,5904,1
17033,1980,4597,1
17034,1980,4184,1
17035,1980,3380,1
17036,1980,6672,1
17037,1980,5138,1
17038,1980,7041,1
17039,1980,6380,1
17040,1980,206,1
17041,1981,4076,1
17042,1981,6318,1
17043,1981,2215,1
17044,1981,2740,1
17045,1981,3163,1
17046,1981,5749,1
17047,1981,2263,1
17048,1981,4347,1
17049,1982,3129,1
17050,1982,4979,1
17051,1982,2632,1
17052,1982,3146,1
17053,1982,5674,1
17054,1983,1059,1
17055,1983,5414,1
17056,1983,879,1
17057,1983,2016,1
17058,1983,5315,1
17059,1983,4873,1
17060,1983,5214,1
17061,1983,3042,1
17062,1983,3249,1
17063,1983,4555,1
17064,1983,6755,1
17065,1983,3807,1
17066,1983,5328,1
17067,1983,4254,1
17068,1984,2026,1
17069,1984,6756,1
17070,1984,2894,1
17071,1984,2372,1
17072,1984,3874,1
17073,1984,3436,1
17074,1984,2928,1
17075,1984,3282,1
17076,1984,5291,1
17077,1984,4949,1
17078,1984,6917,1
17079,6868,5569,1
17080,6868,2960,1
17081,6868,4366,1
17082,6868,5841,1
17083,6868,3028,1
17084,1986,2990,1
17085,1986,7120,1
17086,1986,6723,1
17087,1986,5101,1
17088,1986,6045,1
17089,1986,5862,1
17090,3854,4800,1
17091,1988,3805,1
17092,1989,2799,1
17093,1989,3090,1
17094,1989,6600,1
17095,1989,2888,1
17096,1989,5795,1
17097,1989,3856,1
17098,789,583,1
17099,789,3315,1
17100,789,6001,1
17101,1991,7043,1
17102,1991,2213,1
17103,1991,2262,1
17104,1991,681,1
17105,1991,5428,1
17106,1992,2825,1
17107,342,4301,1
17108,342,1781,1
17109,342,6389,1
17110,342,3706,1
17111,342,6280,1
17112,5024,1965,1
17113,5024,3276,1
17114,5024,5160,1
17115,5024,3316,1
17116,5024,490,1
17117,5024,2781,1
17118,5024,5255,1
17119,5024,5424,1
17120,5024,6136,1
17121,5024,4816,1
17122,5024,5982,1
17123,5024,5580,1
17124,5024,5776,1
17125,5024,6888,1
17126,5024,5007,1
17127,1995,6569,1
17128,1995,2899,1
17129,1995,4173,1
17130,1995,2577,1
17131,1995,5731,1
17132,1995,5467,1
17133,1995,2442,1
17134,1995,2068,1
17135,1995,2440,1
17136,1995,3566,1
17137,1995,3990,1
17138,1995,5738,1
17139,1995,2928,1
17140,1995,2532,1
17141,1995,2595,1
17142,1995,3867,1
17143,1995,6359,1
17144,1995,4076,1
17145,1995,6944,1
17146,1996,3156,1
17147,1996,4776,1
17148,1996,4173,1
17149,1996,5969,1
17150,1996,2064,1
17151,1996,4330,1
17152,1996,1436,1
17153,1996,4925,1
17154,1996,2034,1
17155,1996,3285,1
17156,1996,5743,1
17157,1996,5506,1
17158,1996,490,1
17159,1996,2334,1
17160,1996,2740,1
17161,1996,2439,1
17162,1996,5992,1
17163,1996,4294,1
17164,1996,3692,1
17165,1996,6170,1
17166,1996,5842,1
17167,1996,2111,1
17168,1996,3469,1
17169,1996,6033,1
17170,1996,3760,1
17171,1996,3763,1
17172,1996,6077,1
17173,1996,3136,1
17174,1996,3706,1
17175,1996,6930,1
17176,1996,3297,1
17177,1996,3774,1
17178,1996,2410,1
17179,1996,4935,1
17180,2000,3790,1
17181,2000,5789,1
17182,2000,3701,1
17183,2001,5453,1
17184,2001,2566,1
17185,2001,3936,1
17186,2001,3237,1
17187,2001,4213,1
17188,2001,4282,1
17189,2001,5906,1
17190,5334,3806,1
17191,2003,4406,1
17192,2003,1813,1
17193,2003,2290,1
17194,2003,4071,1
17195,2003,6136,1
17196,2004,4393,1
17197,2004,2586,1
17198,2004,7051,1
17199,2004,6820,1
17200,2004,6056,1
17201,2005,5034,1
17202,2005,2359,1
17203,2005,3033,1
17204,2005,6883,1
17205,2005,4611,1
17206,2007,2026,1
17207,2007,3320,1
17208,2007,4714,1
17209,2007,4628,1
17210,2007,5945,1
17211,2007,6716,1
17212,2007,4087,1
17213,2007,2845,1
17214,2007,6733,1
17215,2007,3237,1
17216,2007,6873,1
17217,2007,5693,1
17218,2008,2385,1
17219,2009,2719,1
17220,2009,2825,1
17221,2009,4444,1
17222,2009,5228,1
17223,2009,2262,1
17224,2009,5730,1
17225,2009,2213,1
17226,2009,4374,1
17227,2009,5269,1
17228,2009,5979,1
17229,2009,3633,1
17230,2009,3963,1
17231,2009,4199,1
17232,2009,5184,1
17233,2009,5789,1
17234,2009,2112,1
17235,2009,5345,1
17236,2009,5842,1
17237,2009,6723,1
17238,2009,4700,1
17239,2009,3758,1
17240,2009,5304,1
17241,2009,2137,1
17242,2009,5946,1
17243,2009,4841,1
17244,2009,6004,1
17245,2009,6315,1
17246,2009,4611,1
17247,2009,4816,1
17248,2009,6938,1
17249,2009,5293,1
17250,2009,6776,1
17251,2009,2481,1
17252,2009,2778,1
17253,2010,4480,1
17254,2010,2740,1
17255,2010,4590,1
17256,2010,4605,1
17257,5026,4552,1
17258,5026,5263,1
17259,5026,6852,1
17260,5410,2064,1
17261,5410,3401,1
17262,5410,2070,1
17263,5410,7036,1
17264,5410,6847,1
17265,6901,5580,1
17266,6901,5835,1
17267,6901,3285,1
17268,2014,2601,1
17269,2014,3275,1
17270,2014,2654,1
17271,2014,2081,1
17272,2014,3725,1
17273,2014,3257,1
17274,2014,3996,1
17275,2014,6286,1
17276,2014,2161,1
17277,2014,5132,1
17278,2014,2466,1
17279,2014,3967,1
17280,2014,5029,1
17281,2014,3688,1
17282,2014,2504,1
17283,2014,5759,1
17284,2014,3384,1
17285,2014,6611,1
17286,2014,5347,1
17287,2014,2450,1
17288,2014,4952,1
17289,2014,4707,1
17290,2014,5619,1
17291,2014,2817,1
17292,2014,4656,1
17293,2014,5038,1
17294,2014,5839,1
17295,2014,1878,1
17296,2014,3827,1
17297,2014,1714,1
17298,2014,3371,1
17299,2014,4114,1
17300,2014,3486,1
17301,2014,2021,1
17302,346,5747,1
17303,346,4175,1
17304,2016,3042,1
17305,2016,2023,1
17306,2016,3921,1
17307,2016,1994,1
17308,2016,4323,1
17309,2016,5417,1
17310,2016,5315,1
17311,2016,5122,1
17312,2016,4945,1
17313,2016,2595,1
17314,2016,6968,1
17315,2016,6755,1
17316,2017,4406,1
17317,2017,2740,1
17318,2017,2392,1
17319,2017,6909,1
17320,2017,6136,1
17321,2017,3646,1
17322,2017,3925,1
17323,2017,4949,1
17324,2017,2466,1
17325,4332,2481,1
17326,6250,5419,1
17327,6250,4293,1
17328,6250,2157,1
17329,2019,2732,1
17330,2019,2879,1
17331,2019,5768,1
17332,2019,3209,1
17333,2019,3401,1
17334,2019,2661,1
17335,2019,4709,1
17336,2019,6136,1
17337,2019,4406,1
17338,2019,2740,1
17339,2019,6077,1
17340,2019,3912,1
17341,2019,3765,1
17342,2019,5224,1
17343,2019,4935,1
17344,2019,6643,1
17345,2019,4949,1
17346,2019,5530,1
17347,2020,5568,1
17348,2020,2428,1
17349,2020,6404,1
17350,2020,2515,1
17351,2021,5436,1
17352,2021,2450,1
17353,2021,4621,1
17354,2021,3363,1
17355,2021,5851,1
17356,2021,2195,1
17357,2021,6980,1
17358,2021,5682,1
17359,2021,4649,1
17360,2021,3489,1
17361,2021,2215,1
17362,2021,2760,1
17363,2021,3004,1
17364,2021,6564,1
17365,2022,4196,1
17366,2022,6611,1
17367,2022,3577,1
17368,2022,2934,1
17369,2022,2069,1
17370,2022,4242,1
17371,2022,5993,1
17372,2022,2588,1
17373,2022,6716,1
17374,2022,6802,1
17375,2022,6150,1
17376,2022,2345,1
17377,2022,6041,1
17378,2023,6058,1
17379,2023,3921,1
17380,2023,3563,1
17381,2023,2595,1
17382,2023,879,1
17383,2023,7065,1
17384,2023,3691,1
17385,2023,3042,1
17386,2023,5825,1
17387,2023,4027,1
17388,2023,4167,1
17389,2023,4073,1
17390,2023,6755,1
17391,2023,5697,1
17392,2024,1556,1
17393,2025,3348,1
17394,2026,2826,1
17395,2026,3332,1
17396,2026,5379,1
17397,2026,5170,1
17398,2026,4173,1
17399,2026,7015,1
17400,2026,3280,1
17401,2026,5731,1
17402,2026,4949,1
17403,2026,2732,1
17404,2026,5738,1
17405,2026,3925,1
17406,2026,4085,1
17407,2026,4408,1
17408,2026,3867,1
17409,2026,5081,1
17410,2026,5138,1
17411,2026,3868,1
17412,2026,2635,1
17413,2026,5842,1
17414,2026,3036,1
17415,2026,2513,1
17416,2026,4531,1
17417,2026,6571,1
17418,2026,5523,1
17419,2026,5419,1
17420,2026,5760,1
17421,2026,5526,1
17422,2026,2859,1
17423,2026,3765,1
17424,2026,2522,1
17425,2026,3209,1
17426,2026,5538,1
17427,2026,3990,1
17428,2026,5825,1
17429,2026,6359,1
17430,2026,4718,1
17431,2026,5831,1
17432,2026,4004,1
17433,2026,5228,1
17434,2026,2781,1
17435,2026,4555,1
17436,2026,4008,1
17437,2026,6483,1
17438,2026,2924,1
17439,2026,4816,1
17440,2026,2217,1
17441,2026,5670,1
17442,2026,5274,1
17443,2026,5010,1
17444,2026,2433,1
17445,2026,4569,1
17446,2026,3566,1
17447,2026,3353,1
17448,2026,3237,1
17449,2026,3060,1
17450,2026,5686,1
17451,2026,3465,1
17452,2026,4582,1
17453,2026,5915,1
17454,2026,5350,1
17455,2026,5826,1
17456,2026,2117,1
17457,2026,4420,1
17458,2026,6556,1
17459,2026,3031,1
17460,2026,6345,1
17461,2026,2081,1
17462,2026,3713,1
17463,2026,2589,1
17464,2026,2591,1
17465,2026,6404,1
17466,2026,5710,1
17467,2026,2823,1
17468,2026,2879,1
17469,2026,4935,1
17470,2026,5807,1
17471,2026,2928,1
17472,2026,6193,1
17473,2400,5650,1
17474,2400,2345,1
17475,2400,4320,1
17476,2400,4397,1
17477,2400,4493,1
17478,2400,6048,1
17479,2400,522,1
17480,2400,6472,1
17481,2028,5051,1
17482,2028,4004,1
17483,2028,3650,1
17484,2028,4582,1
17485,2028,6702,1
17486,2029,4140,1
17487,2029,2985,1
17488,2029,4474,1
17489,2030,3585,1
17490,2030,2700,1
17491,2030,4201,1
17492,2030,5765,1
17493,2030,2975,1
17494,2030,5420,1
17495,2030,3148,1
17496,2031,3709,1
17497,2031,4286,1
17498,2031,5804,1
17499,2031,2887,1
17500,2031,2910,1
17501,2031,3691,1
17502,2031,2781,1
17503,2031,3401,1
17504,2031,7069,1
17505,2031,5684,1
17506,2032,6451,1
17507,2032,2779,1
17508,2032,1673,1
17509,2032,4556,1
17510,2032,4568,1
17511,2032,2339,1
17512,2033,5390,1
17513,2033,5854,1
17514,2033,5768,1
17515,2033,2181,1
17516,2033,4198,1
17517,2033,6221,1
17518,2033,4949,1
17519,2034,4444,1
17520,2034,4639,1
17521,2034,4970,1
17522,2034,2832,1
17523,2034,3401,1
17524,2034,4227,1
17525,2034,6921,1
17526,2034,5064,1
17527,2034,6947,1
17528,2034,7051,1
17529,2034,4051,1
17530,2034,4080,1
17531,2034,2330,1
17532,2034,6397,1
17533,2034,3004,1
17534,2034,5138,1
17535,2034,2586,1
17536,2034,6660,1
17537,2034,5900,1
17538,2034,6063,1
17539,2035,4949,1
17540,2035,2484,1
17541,2035,6990,1
17542,2035,1961,1
17543,2035,533,1
17544,2035,5366,1
17545,2035,2466,1
17546,2036,6242,1
17547,2036,6362,1
17548,2036,3068,1
17549,2036,2359,1
17550,2036,2451,1
17551,2036,3744,1
17552,2036,6358,1
17553,2036,6603,1
17554,2036,3206,1
17555,2036,1859,1
17556,2036,6737,1
17557,2037,7054,1
17558,2037,1717,1
17559,2037,4509,1
17560,2037,5666,1
17561,2038,2447,1
17562,2038,2085,1
17563,2038,5390,1
17564,2038,5263,1
17565,2039,6530,1
17566,2040,3097,1
17567,2041,759,1
17568,2041,7125,1
17569,2042,5421,1
17570,2042,2748,1
17571,2043,2922,1
17572,2044,5223,1
17573,2044,1741,1
17574,2044,1720,1
17575,2044,6611,1
17576,2044,5842,1
17577,2044,4938,1
17578,2044,756,1
17579,2044,5301,1
17580,2044,6282,1
17581,2044,3996,1
17582,2044,4704,1
17583,2044,6459,1
17584,2044,6056,1
17585,2044,4949,1
17586,2044,2923,1
17587,2044,6424,1
17588,2044,6931,1
17589,2044,2189,1
17590,2044,4287,1
17591,2044,2819,1
17592,2044,5955,1
17593,2044,1878,1
17594,2044,3089,1
17595,2044,2447,1
17596,2044,3762,1
17597,2044,2586,1
17598,2044,5811,1
17599,2044,6597,1
17600,2044,1714,1
17601,2045,6045,1
17602,2046,4949,1
17603,2049,4196,1
17604,2049,5842,1
17605,2049,6050,1
17606,2049,3819,1
17607,2049,1328,1
17608,2049,1237,1
17609,2049,5357,1
17610,2049,4863,1
17611,2049,2403,1
17612,2049,3031,1
17613,2049,3032,1
17614,2049,6001,1
17615,2049,4347,1
17616,2049,2740,1
17617,2049,2845,1
17618,2049,1566,1
17619,2049,5485,1
17620,2049,5428,1
17621,2049,6944,1
17622,2050,4949,1
17623,6049,4932,1
17624,6049,2845,1
17625,6049,4191,1
17626,6049,6706,1
17627,6049,4624,1
17628,6049,4913,1
17629,6049,2466,1
17630,2051,3966,1
17631,2052,4228,1
17632,1491,4809,1
17633,1491,2799,1
17634,2054,2825,1
17635,2054,3300,1
17636,2054,4032,1
17637,2054,4527,1
17638,2054,4950,1
17639,2054,4732,1
17640,2054,5761,1
17641,2054,6303,1
17642,2054,4479,1
17643,2054,2731,1
17644,2054,4299,1
17645,2054,4493,1
17646,2054,4290,1
17647,2054,4744,1
17648,2054,6991,1
17649,2054,2254,1
17650,2054,2503,1
17651,2055,6845,1
17652,2055,3451,1
17653,2056,5789,1
17654,2056,5269,1
17655,2056,2778,1
17656,2057,3218,1
17657,2058,3706,1
17658,2059,5730,1
17659,2059,2997,1
17660,2059,5138,1
17661,2059,4015,1
17662,2059,4949,1
17663,2060,1189,1
17664,2060,1673,1
17665,2060,6459,1
17666,2061,6475,1
17667,2061,2871,1
17668,2061,4004,1
17669,2061,2143,1
17670,2061,4605,1
17671,2061,4949,1
17672,2061,4513,1
17673,2061,6609,1
17674,2061,5148,1
17675,2061,2257,1
17676,2061,6160,1
17677,2061,3117,1
17678,2061,5683,1
17679,2061,4089,1
17680,2061,2106,1
17681,2061,6357,1
17682,2061,3342,1
17683,2061,4639,1
17684,2061,2347,1
17685,2061,2882,1
17686,2061,2699,1
17687,2061,2186,1
17688,2061,2916,1
17689,2061,2584,1
17690,2061,5154,1
17691,2061,7113,1
17692,2061,2408,1
17693,2061,4122,1
17694,2061,6524,1
17695,2061,5367,1
17696,2061,5191,1
17697,2061,2591,1
17698,2061,3997,1
17699,2061,2678,1
17700,2061,3999,1
17701,2062,6315,1
17702,2062,3774,1
17703,2062,4530,1
17704,2062,3706,1
17705,2062,5765,1
17706,2062,2466,1
17707,2063,2441,1
17708,2063,6816,1
17709,2063,6221,1
17710,2064,2524,1
17711,2064,5063,1
17712,2064,2079,1
17713,2064,4244,1
17714,2064,3551,1
17715,2064,3211,1
17716,2064,3368,1
17717,2064,3122,1
17718,2064,4365,1
17719,2064,2889,1
17720,2064,3026,1
17721,2064,3482,1
17722,2064,3138,1
17723,2064,4949,1
17724,2064,5448,1
17725,2064,2272,1
17726,2064,3740,1
17727,2064,4954,1
17728,2064,6847,1
17729,2064,5015,1
17730,2064,6707,1
17731,2064,6708,1
17732,2064,7036,1
17733,2065,4798,1
17734,2065,1650,1
17735,2065,4920,1
17736,2066,972,1
17737,2066,2944,1
17738,2066,6558,1
17739,2066,3524,1
17740,2066,5894,1
17741,2067,5712,1
17742,2067,6455,1
17743,2067,6534,1
17744,6257,4144,1
17745,6257,2586,1
17746,6257,2833,1
17747,2068,2732,1
17748,2068,4709,1
17749,2068,1985,1
17750,2068,3036,1
17751,2068,6136,1
17752,2069,2125,1
17753,2069,4388,1
17754,2069,6074,1
17755,2069,5505,1
17756,2069,5337,1
17757,2069,2473,1
17758,2069,6611,1
17759,2069,2424,1
17760,2069,3275,1
17761,2069,2680,1
17762,2069,3520,1
17763,2072,3902,1
17764,2072,6925,1
17765,2072,2947,1
17766,2072,3138,1
17767,2072,5366,1
17768,1575,2524,1
17769,1575,5555,1
17770,1495,5423,1
17771,1495,4891,1
17772,1495,2085,1
17773,1495,6474,1
17774,1495,3815,1
17775,1495,5979,1
17776,1495,3706,1
17777,1495,4949,1
17778,1495,4267,1
17779,2077,2798,1
17780,2077,3050,1
17781,2077,2366,1
17782,2077,2126,1
17783,2077,1714,1
17784,2078,5219,1
17785,2078,4488,1
17786,2078,5406,1
17787,2079,4274,1
17788,2079,2605,1
17789,2079,6383,1
17790,2079,6136,1
17791,2079,6467,1
17792,2079,5228,1
17793,2079,2213,1
17794,2079,2997,1
17795,2079,4949,1
17796,2079,2447,1
17797,2079,5393,1
17798,2079,2740,1
17799,2079,3653,1
17800,2079,3068,1
17801,2079,4330,1
17802,2079,4406,1
17803,2079,4611,1
17804,2080,5898,1
17805,2081,4196,1
17806,2081,3577,1
17807,2081,6853,1
17808,2081,5038,1
17809,2081,4312,1
17810,2081,6921,1
17811,2082,5224,1
17812,2082,2845,1
17813,2082,4256,1
17814,2082,3915,1
17815,1498,7013,1
17816,2085,68,1
17817,2085,5881,1
17818,2085,4291,1
17819,2085,2871,1
17820,2085,2781,1
17821,2085,2906,1
17822,2085,5202,1
17823,2085,6482,1
17824,2085,7108,1
17825,2085,6509,1
17826,2085,4201,1
17827,2085,2184,1
17828,2085,5652,1
17829,2085,4511,1
17830,2085,1364,1
17831,2085,2580,1
17832,2085,4949,1
17833,2085,5727,1
17834,2085,2677,1
17835,2085,2300,1
17836,2085,2329,1
17837,2085,2481,1
17838,2085,2528,1
17839,2085,2409,1
17840,2085,4660,1
17841,2085,7120,1
17842,2085,4053,1
17843,2085,4764,1
17844,2085,5848,1
17845,2085,4729,1
17846,2086,5122,1
17847,2086,6458,1
17848,2669,4768,1
17849,2669,5233,1
17850,2669,4700,1
17851,2669,6114,1
17852,2669,2087,1
17853,2669,1650,1
17854,2669,4003,1
17855,2669,3499,1
17856,2669,2578,1
17857,2669,4707,1
17858,2669,4301,1
17859,2669,3646,1
17860,2669,6315,1
17861,2669,5242,1
17862,2669,7053,1
17863,2669,7112,1
17864,2669,6667,1
17865,2669,5538,1
17866,2669,2845,1
17867,2669,5349,1
17868,2669,4913,1
17869,2669,3763,1
17870,2089,3006,1
17871,2089,6048,1
17872,2089,2462,1
17873,2089,4890,1
17874,2089,4451,1
17875,2089,3462,1
17876,2089,5100,1
17877,2090,3902,1
17878,2090,4330,1
17879,2090,4107,1
17880,2090,5945,1
17881,2090,3925,1
17882,2091,4559,1
17883,2091,6067,1
17884,2092,5046,1
17885,2093,4406,1
17886,2093,2506,1
17887,2093,3268,1
17888,2093,5268,1
17889,2093,5269,1
17890,2093,6136,1
17891,2094,5389,1
17892,2094,4949,1
17893,2095,4403,1
17894,2095,4404,1
17895,2095,4949,1
17896,2095,4614,1
17897,2096,2793,1
17898,2096,3110,1
17899,2096,5842,1
17900,2096,2215,1
17901,2096,5075,1
17902,2096,3225,1
17903,2096,2808,1
17904,2096,4399,1
17905,2096,2887,1
17906,2096,5627,1
17907,2096,6565,1
17908,2096,5888,1
17909,2096,2928,1
17910,2097,4702,1
17911,2098,4196,1
17912,2098,6810,1
17913,2098,2336,1
17914,2098,5725,1
17915,2098,3005,1
17916,2098,2664,1
17917,2098,3238,1
17918,2098,4111,1
17919,2098,6853,1
17920,2098,1904,1
17921,6320,899,1
17922,6320,3401,1
17923,6320,3285,1
17924,6320,6588,1
17925,6320,6136,1
17926,6320,5043,1
17927,6320,7043,1
17928,6320,2740,1
17929,6320,6776,1
17930,6320,6851,1
17931,6320,5945,1
17932,6320,7069,1
17933,6320,474,1
17934,6320,4406,1
17935,2099,4450,1
17936,2099,6582,1
17937,2101,5669,1
17938,2101,2677,1
17939,2101,5881,1
17940,2101,5252,1
17941,2101,4420,1
17942,2101,2990,1
17943,2101,4201,1
17944,2101,2580,1
17945,2101,3425,1
17946,2101,5859,1
17947,2102,3436,1
17948,2102,1904,1
17949,2102,2339,1
17950,2103,3706,1
17951,2104,4949,1
17952,2105,6627,1
17953,2106,5649,1
17954,2106,3783,1
17955,2106,2264,1
17956,2106,6716,1
17957,2106,3053,1
17958,2106,1179,1
17959,2106,5458,1
17960,2106,4680,1
17961,2106,1237,1
17962,2106,2670,1
17963,2106,6605,1
17964,2106,6152,1
17965,2106,4949,1
17966,2106,6921,1
17967,2106,4590,1
17968,2106,5243,1
17969,2106,3739,1
17970,2106,6801,1
17971,2106,6237,1
17972,2106,4624,1
17973,2106,5312,1
17974,2106,5509,1
17975,2106,2845,1
17976,2106,4196,1
17977,2106,5934,1
17978,2106,3342,1
17979,2106,3524,1
17980,2106,6114,1
17981,2106,3763,1
17982,2106,3023,1
17983,2106,2461,1
17984,2106,6632,1
17985,2106,6434,1
17986,2106,2580,1
17987,2106,5233,1
17988,2106,4806,1
17989,2106,5069,1
17990,2106,7115,1
17991,2106,3747,1
17992,2106,5323,1
17993,2106,3650,1
17994,2106,4538,1
17995,2106,4124,1
17996,2106,3774,1
17997,2106,3329,1
17998,2106,2769,1
17999,2106,2919,1
18000,2106,3991,1
18001,2106,4875,1
18002,2106,3995,1
18003,2106,6820,1
18004,2106,6944,1
18005,5044,5840,1
18006,5044,1934,1
18007,5044,4228,1
18008,5044,3004,1
18009,2108,5269,1
18010,2108,3401,1
18011,6261,2732,1
18012,6261,4140,1
18013,2110,2892,1
18014,2110,2996,1
18015,2110,5189,1
18016,2110,6154,1
18017,2111,2740,1
18018,2111,1675,1
18019,2111,5842,1
18020,2111,4826,1
18021,2111,3401,1
18022,2111,7043,1
18023,2112,5881,1
18024,2114,2719,1
18025,2114,6596,1
18026,2114,454,1
18027,2114,6645,1
18028,2114,2586,1
18029,2114,6750,1
18030,2114,6467,1
18031,2114,4833,1
18032,2114,3097,1
18033,2114,6752,1
18034,2115,2011,1
18035,2116,3856,1
18036,2116,5939,1
18037,2116,3784,1
18038,2116,5434,1
18039,2116,5833,1
18040,2117,3275,1
18041,2117,6166,1
18042,2117,6056,1
18043,2117,3553,1
18044,2117,5367,1
18045,2117,4863,1
18046,2117,4709,1
18047,2117,1082,1
18048,2117,2523,1
18049,2117,2732,1
18050,2117,2676,1
18051,2117,3508,1
18052,2117,5738,1
18053,2117,3566,1
18054,2117,3501,1
18055,2117,2740,1
18056,2117,2793,1
18057,2117,6244,1
18058,2117,5710,1
18059,2117,4191,1
18060,2117,6737,1
18061,2676,4406,1
18062,2676,5731,1
18063,2676,3117,1
18064,2676,5011,1
18065,2119,2794,1
18066,2119,6234,1
18067,2119,6789,1
18068,2119,3758,1
18069,2119,5345,1
18070,2120,3176,1
18071,2120,5931,1
18072,2120,6438,1
18073,2120,5789,1
18074,2120,2778,1
18075,2120,6563,1
18076,5022,5382,1
18077,2122,3401,1
18078,2123,3743,1
18079,2123,2779,1
18080,2123,4448,1
18081,2123,2291,1
18082,2123,2990,1
18083,2123,3120,1
18084,2123,6280,1
18085,2123,5927,1
18086,2124,4133,1
18087,2124,3268,1
18088,2124,3577,1
18089,2124,6374,1
18090,2124,6808,1
18091,2125,5569,1
18092,2125,6941,1
18093,2125,5505,1
18094,2125,2887,1
18095,2125,2872,1
18096,2125,2345,1
18097,2125,6168,1
18098,2125,4337,1
18099,2125,3520,1
18100,2126,6073,1
18101,2126,6611,1
18102,2126,4080,1
18103,2126,6157,1
18104,2126,3760,1
18105,2126,6467,1
18106,2126,3900,1
18107,2126,5085,1
18108,2127,2732,1
18109,2128,6962,1
18110,2129,4001,1
18111,2129,5210,1
18112,2129,3577,1
18113,2129,3098,1
18114,2129,3462,1
18115,2129,3278,1
18116,2129,2855,1
18117,2129,1328,1
18118,2129,3709,1
18119,2129,3845,1
18120,2129,5122,1
18121,2129,3050,1
18122,2129,1961,1
18123,2129,6422,1
18124,2129,2523,1
18125,2129,3110,1
18126,2129,5866,1
18127,2129,6239,1
18128,2129,5315,1
18129,2129,5739,1
18130,2129,6319,1
18131,2129,6523,1
18132,2129,4404,1
18133,2129,7112,1
18134,2129,5714,1
18135,2129,6815,1
18136,2129,5404,1
18137,2129,5309,1
18138,2129,3691,1
18139,2129,5338,1
18140,2129,4439,1
18141,2129,6168,1
18142,2129,3065,1
18143,2130,2937,1
18144,2130,2047,1
18145,2130,6590,1
18146,2130,4949,1
18147,2130,1858,1
18148,2131,7030,1
18149,2131,2639,1
18150,2131,4458,1
18151,2131,4778,1
18152,2131,3586,1
18153,2131,6543,1
18154,2131,1316,1
18155,2131,6903,1
18156,2131,5095,1
18157,2132,3097,1
18158,2132,4949,1
18159,2133,4245,1
18160,2133,4267,1
18161,2133,1535,1
18162,2134,4001,1
18163,2134,6284,1
18164,2136,2466,1
18165,3877,6544,1
18166,2138,2447,1
18167,2138,3653,1
18168,2138,6077,1
18169,2138,6812,1
18170,2138,4949,1
18171,2138,2439,1
18172,2138,3285,1
